text,label
반려 동물 키우시는 분?,0
"작년, 유럽을 갔는데 파스타를 시켰더니 4만원이 나온거 있지?",0
오매 우리 강아지도 이사 하니까 분리불안 생김,0
일이 일어난 년도같은 것도 기억해?,0
나머지는 그냥 한옥에 두고 왔다 갔다 하면서 천천히 옮기지 뭐.,0
그럼 껒,0
공부 좀 하자 제발,0
그러는 너는 근무 중 무단이탈이나 하는 주제에 너 그것도 횡령으로 콩밥 처먹어야 돼.,0
라식 무섭지 않아?/안 무서워?,0
내가? 내가 왜? 니까짓 게 뭔데 나랑 만나려고?,0
아 외국 놀러가고싶어서 눈물나 ㅜㅜ 대만가서 샹견니투어 해야하는데,0
응 마취도 하고 칼로 수술 해야한대ㅠㅠ,0
지금 해보자는 거야?,0
다시 들어가 호랑말코같은 놈아,0
나도 이야기해보고 수당이 없으면 그만둬야지,0
알았어..,0
진짜 듣보잡들이 설치는거 보면 토나옴 ㄹㅇ,0
가사에 온갖 영어 섞고 센 척 하고 말이야,0
인도여행 갔다 왔다면서 어때?,0
다행이에요!,0
"아니, 뭘……?",0
엄청 울고 하울링도 해,0
응. 그러니까 당대표 쌩까고 막가파식 행동을 서슴지 않은 거지.,0
얘 어때 보이냐?,0
윗대굴통들이 지들끼리 좋다고 다 해쳐먹는거지,0
ㅋㅋ ㄱ그래서 김우여니는 나 이제 잘 안 믿는 듯 안기면 긴장해,0
불편하면 안보면 되잖아,0
그거보면 김우빈 이병헌 다 안보이고 강동원만 보여...,0
한국 기자들은 단체로 중국에 수출했으면 한다.,0
ㅇㅈ한국에왔으면 한국말을 배워서 와야지 어디 4가지없게 ㅋㅋ,0
언제 나온대?,0
원장님 무슨 일이니 여긴 이사장이 대빵이야 찾아가서 말 좀 해줘 나 좀 쉬게 해 달라고,0
아주 음악 전문가 납셨어 입 좀 다물어 싹수 없는 것들아,0
그래도 게임처럼 하는거라 나름 안질리고 재밌어...,0
효능에 맞게 사야지...,0
기사 제목 하고는..지방대 생은 죽어도 되냐? 목숨 가치는 수능점수와 상관없다.,0
탁구 재밌어. 다음에 같이 치자,0
아마 몇백년이 지나도 안 바뀔 거야,0
쿠폰 어디서줘?,0
운동만해서 사회구조를 잘 몰라서 그럼 ㅋㅋ 배운게 없음,0
아 깁스 하면 너무 불편해서 싫더라고...,0
코로나가 진짜 끝나질 않네..,0
대기업 현장직이야?,0
일본에서는 이미 하던 거인데 왜 화내는 걸까,0
학벌세탁하는 사람도 많으니 ㅋㅋ,0
근데 또 부모님 댁에도 없는 데 내가 사기가...,0
태어나서 한 번도 파본 적이 없다,0
해병대 얘기 나오면 끝도 없다구...,0
흉터가 커?,0
심지어 그런 애가 직속 선임이면 걔한테 뭘 배우고 복종해야 돼,0
그게진짜월루였지,0
뿔테안경?,0
웃기지 마. 널 좋은 녀석이라고 생각했던 적 따윈 없어.,0
그럼 말도 섞고 싶지 않겠다,0
스벌 없이사는게 자랑이가 돈이고 바람피는게 낫다 꺼지라,0
역시 한남들은 유충부터 박멸해야돼,0
그런 사람들은 진정한 기독교인이 아니고 거의 사이비지,0
어릴 때부터 개념없이 굴기로 유명했잖아,0
걔 다음 달에 결혼한다더라,0
기껏 잘해줬더니 뒤에서 통수치네,0
야 그만 말해 이 변태야.. 물어본 내가 지능부족이지,0
운동 열심히 하는데 왜 근육이 안생길까 ㅠㅠ,0
맞아 만렙인 사람이 많아서 그렇게 한 거 같아,0
유흥이면 니 말이 맞는데 연애면 다르지,0
총2천84만원 연체되셨습니다 고객님.,0
컨디션이 좋아서 조금 기대는 했지만 우승까지는 생각도 못 했습니다. 운이 따라준 것 같습니다.,0
결혼 연기됐다던데 무슨 이유인가요? 뭔가 불협화음이 있다는 설이 있던데?,0
동양인이 가장 추하고 볼품없는 민족이거든,0
너가 그렇게 말하면 내 입장에서도 기분 좋지 않아,0
너보다 많이 겪었을듯,0
성괴 되는 신종 유전병인가 보네ㅋㅋㅋ,0
사랑하지도않는데 결혼해서 그사람 자식까지 낳고 수십년을 동거한다는게 가능한거냐?,0
언니 사진 인스타그램에 올린 거 봤어!/잘 나왔던데?,0
어차피 꼬라지를 보니까 최대 성공해도 딸배일텐데,0
재난지원금 너무 조금 밖에 안준다,0
뭐래 버스 뒷문으로 타서 앞문으로 내릴거 같이 생긴놈이,0
여캠 보는 애들 그냥 자존감 거지들이야,0
아 그건 너무 더러운데?,0
애초에 캣맘들이 고양이한테 밥을 안주면 됐을텐데,0
주방장 잘고르는 꿀팁이라도 있어?,0
네일아트나 받으러다니는 그런 골빈여자들이 바로 너였다니 ㅠㅠ,0
웅 안 들고 가서 그 뭐냐 스티로폼 들고선 ㅋㅋ 뛰어감,0
"맞아, 특히 그 둘의 경우는 나중에 피해 복구가 어렵기 때문에 더 무서운 것 같아",0
이제 탈당할까 말까 고민해야겠어,0
야 니 여친이랑 나이 차이 10살 난다며? 그게 여자냐 ㅋ,0
"뭐 지들 마음대로 살다가 자살하는 건 상관 없는데, 안 보이게 좀 했으면 좋겠어.",0
ㅋㅋ 그건 또 와 글노 ㅋㅋ,0
보통 그정도 나오지.,0
결혼식은 논산에서 할 거 같아!,0
인간은 의도를 가진 욕망으로 짝짓기를 하지만. 동물은 순수한 본능으로 짝짓기를 하죠.,0
"흥, 야, 내가 세상에서 자기를 제일 즐겁게 하는 여자라구, 그 사람이 그랬어.",0
코로나 발생한지 1년이 넘었는데 그 사이에 그짓했으면 피임이나 하든가 ㅋㅋ,0
또 선동당해서 외국인한테 두유 노우 오징어게임 이러고 다녀라 쪽팔리게,0
차 없이 이렇게 걷는 것도 좋네.,0
여자는 젊을때 정치에 관심도없다가 남편따라 사상이 바뀌는구나,0
그래도 서방 편으로 나영이 좋아하는 것들은 다 싸 보내려구요.,0
외제차 타는 것들 인성이 글러먹었어ㅋㅋ,0
오늘따라 술이 땡기네~,0
아직 완결 안 난 작품들이 많아서 언급이 조심스럽지만 카카오에 있는 '바니와 오빠들'이랑 네이버에 있는 '이번 생도 잘부탁해'야,0
몸만 보면 바리톤이에요.,0
오우야 오늘은 이걸로 물 뺀다 ㅋㅋ,0
다이너마이트 커버한 거?,0
진짜 그게 최고야 전기장판 꺼내 놔!,0
전라도 사람은 믿지 않는 게 좋다.,0
너까짓게 날 무시하니까 정말 화가 난다.,0
너도 많이 하는 편이잖아,0
ㅋㅋ 솔직히 하루종일 판에 상주하고 있는 판녀 들보다는 나은 인생 사는 거 같은데,0
예전에 유행했던듯,0
그치 학원비도 진짜 비쌀걸 맞지?,0
이 추운 날씨에 크롭티를?,0
옷이 이거 하나밖에 없어서..,0
참. 근데 회장이 그렇게 부자였어? 집에 극장까지 있는 집은 오늘 첨봤네. 어떻게 해야 그렇게 부자가 돼?,0
말만 많은 페미련들은 패야 말을 듣겠지?,0
타락한 목사놈 하나 죽었는데 뭐 이리 시끄럽노,0
ㄹㅇ 그 돈으로 돈 좀 붙여서 스테이크 먹는 게 나음,0
"아, 그럼 넌 어떡하냐?",0
느금마랑 같이 쌍으로 딜도놀이 함,0
"응, 그리고 시민들도 시민의식을 높일 필요가 있는 것 같아",0
그냥 게이들은 비상식적인 변태성욕자들임.,0
뚱뚱한 건 죄 맞다.,0
수은이면 중금속에 독성물질인데 얼굴에 발랐다고?,0
아버지하고는 사이가 좋은가 보군요.,0
우리 행님 됄꼬 올낍니다,0
난 며칠전에 슬리퍼 샀어,0
히히 진짜 방방 뛰면서 놀거같애 하하,0
그걸 알고도 못 끊는 우리가 레전드,0
나도 걔네 너무 좋아 이번 노래 완전 좋더라!,0
지금 비 와서 그런가? ㅠㅠ/기사님들도 안전 운전 중일 거야...,0
응응 그런 사람들은 장사할 자격이 없음,0
저 키에 어떻게 모델이 됐대?,0
난 남자가 바람피워 이혼 그냥 생김세가 바람필거같어 아니면 참고 살던가,0
안 마셔? 커피가 몸에 안 받아?,0
원래 석사하면 모른다는 것만 깨닫는대,0
여친 술주정이 너무 심해서 걱정이다 ㅠ,0
"그러네, 그까잇 꺼 개 좇도 아니었네.",0
알바는 다양한데 왜 내 자리는 없는걸까 ㅜㅜ,0
동양인은 절대 월클이 될 수 없어,0
아니 원래도 그래? 너 봤어?,0
뭐가 잘 맞아야 잘맞는거지?,0
"가끔 여자가 튕기는 건지 아닌지 구분 못 하는 남자가 있는데, 저 언니 지금 튕기는 거 아니에요.",0
말 너무 심하네,0
당신은 그래서 뭐가 잘나셨는지?,0
아님 교수한테 몸 바치고 들어간 케이스거나ㅋㅋ,0
그래! 내일 저녁 나 시간 괜찮으니까 만나서 준비물이나 일정 짜보자!,0
"전땅크, 전각하하며 모시는 골빈 애들 아직 널렸더라.",0
인정ㅋㅋ국회의원진짜 하는게 없어,0
그 여자 직원은 애 본다고 야근 안하면서 퇴근하고 놀러가더라,0
SNS용이든 뭐든 방구석에서 굴러다니면서 열폭하는 니들보단 열심히 사는 것 같은데?,0
아이고 내가 자꾸 깜빡해요,0
이제 연애 못하겠다~,0
뭐 요샌 다 똑같지.,0
그럼 예전만큼은 잘 못하겠다,0
그렇겠다...진짜 괜히 층간소음으로 싸우고 난리나고 하는게 아니라니까,0
그런 건강식이어도... 난 안 먹을게 ㅋㅋ,0
알바하는데 자꾸 손님이 번호달라고 그래;;몇번이나 거절했는데 자꾸 찾아와서 달라고그래,0
계집도 아니고 그거 달고 태어났으면 말에 책임을 져야지.,0
피 한방울 안 튀기고 몸 갈리는 것도 예술일세,0
일본 료칸으로 여행을 가고 싶은데 어때?,0
어쩌면 안티팬이 누구보다 진성 팬일지도 몰라,0
쓰레기장 주변에 사는 주민들은 무슨 죄야? 집값 떨어지잖아.,0
안 그러셔도 되는데..,0
걔넨 적어도 중3인 거임 초6이랑 같냐 ㅉㅉ 초딩 빠는 거는 로리 아님 뭐냐,0
지금 당장 연변거지랑 같이 있어도 모르겠다,0
장애인이라고 너무 봐주는 거 아냐?,0
뭐가 제일 좋아?,0
상황실에서 장난전화 취급했을수도 있는 걸 잘 살폈네,0
진짜? 뭔일이 있었나?,0
토요일 괜찮아?,0
윤석열 말하는 게 무섭네,0
무슨 사진을 그렇게 보냐?,0
와 경찰이 한 행동이라기엔 너무 충격적이다 순간 이해가 안됐음,0
슬프지만 반박하지 않을게,0
쇼핑몰 옷들도 오프라인에서는 더 비싸게 팔고 그러잖아,0
세금 많이 들어갔겠지 책임지는 사람은 없겠지,0
왜? 요즘엔 워킹맘이 대세잖아,0
너는 운전면허 언제 딸거야?,0
그건 니가 개돼지 국민이라서 더 그렇게 생각하는거 같은데,0
속옷 살 돈도 없는 거지같은 놈.,0
"인정ㅋㅋㅋ 그러면서 뭐 지들이 연예인인 것처럼 식사에 돈 받고, 팬클럽 두는 거 보면 웃겨서 미치겠음.",0
난 초대장 다 썼어.,0
인생에서 믿을게 얼마나 없으면 그러는지..,0
필리핀도 볼만한 애들 제법 있던데?,0
그럼 다행이고. 자꾸 문제 생기면 꼭 카드 재발급 받도록 해!,0
박근혜라면 발가락도 빨아줄 머리 텅텅이들이야,0
39살에 정신 못 차렸노,0
시장에서 파는 물건 사는 사람들은 진짜 궁상맞아 보여,0
난 성악과 사람들이 너무 멋있어보여.,0
응 ㅋㅋ 남동생 있어 ㅋㅋ 말은 잘 들으나 말만 잘 듣는,0
넌 피부도 괜찮은데 그런 기계를 참 좋아하네,0
둘이 사이 안좋은 건 그냥 그 둘이 안 맞는 거 아님?,0
방금 토할뻔 했음.,0
저녁은?,0
그렇게 겁많아서 어떻게 살아.,0
웅 진짜 건조기 있는 집 너무 부러워 ㅠㅠ,0
주말에는 한파 주의보 내렸대,0
저런 노인네들을 위해서 내 세금을 얼마나 쓰는거야?,0
그게 권력으로 따먹는 게 아니라 여자들이 성공하려고 알아서 벌리는 거다,0
도대체 누가 암탉한테 참정권을 주자고 한거냐?,0
야 부모님이 무슨 ATM기도 아니고 언제까지 니 뒷바라지 해야되냐 너도 알바라도 좀 해,0
아니 뭐라는거야 우리애는 아직 애기여서 조용하기만 한데 니네가 뭔데 나가라 마라야? 너 이름 뭐야 미띤련아,0
주스 부분 쭉 빨아먹으면 머리 완전 띵하고 ㅋㅋ,0
헛소리 갈겨놓고 나더러 믿으라고?,0
그런 기사 읽고 흥분하면 가방 끈 짧은 거 티나요,0
잼민이가 보는 건데 이상한 건 안 쓰고 사기는 좀 쳤겠지,0
좀 같이 방역에 동참해도 모자랄 판에 무개념 가수야!,0
나는 보수 성향의 정치인들을 지지해,0
"당연하지, 요즘 시대에 누가 아기 낳고 싶어하겠어..",0
저 프로 나오는 애엄마 치고 정신머리 똑바로 박힌 여자 하나도 없다,0
결혼하고 나니 남편 밥먹는 꼬라지가 진짜 드러버 미춰버릴거같아,0
저 아재 니 스토커임? 개 쌉 극혐이고요ㅋㅋ그냥 성추행 고소하고 눈물 한 방울 짜내서 돈이나 뜯으셈ㅋㅋ,0
나느 ? 나도 좀 데려가 봐 너만 보지 말고,0
솔직히 전쟁나면 공익들 뒷통수 먼저 칠거임,0
맞아 그래야 죽을 때까지 입다물고 조심하게 살지,0
뒷9멍 대주는거?ㅋㅋ ㅈㄴ 역겹다 ㅈ같은 ㅅㄲ들,0
그리고 진짜 욕 먹을 사람은 애아빠라는 인간 아니냐?,0
목사놈들은 저런짓 하려고 목사 되는건가?,0
그래야 남자 유저들이 좋아하니까 그렇지,0
"국가에서 주입한 반일, 극일 정서에 휘둘려서 발광하는 게 애국이냐?",0
"끼리끼리 만나는데, 니 아들이 쓰레긴가 부지.",0
"그 명작의 주인공을 단순히 정신 나간 사람으로 취급하는 네 교양이 심히 걱정되는데, 초딩부터 인생을 다시 시작하지 않을래?",0
ㅠ 그니까 ㅠㅠ 여행은 둘째 치고... 이거 뭐 회사가 안 돌아가니까 ㅠ,0
여자가 남편이 먹고 싶다면 잔말 말고 차릴것이지,0
맨날 빌리네 니 지우개 살 돈도 없냐?,0
왕 큰 거 사서 먹고 싶다 ㅋㅋ,0
그러니까 죄송할 짓을 왜 해,0
그래? 어떤 게임인데?,0
난 저번주부터 시험공부 시작했어,0
니 옆에 앉아있는 거.,0
"하긴, 국뽕들이 올림픽 하나로 들이킨 사발들을 생각하면 개돼지들을 감동시켜야 하는 국개의원들은 목숨 걸 수밖에 없지",0
아니라고요?,0
내가 얼마나 조절을 잘하는데 걱정마셔~,0
"아, 안녕하세요. 다들 담배 피우러 흡연실 갔어요.",0
야 그런거 가지고 무슨 알바를 빼 ㅋㅋ,0
안 그런 모델들도 많으니까 괜한 걱정 마라,0
그냥 사람 옷만 입은 지성이 없는 짐승이던데?,0
옴마 마자 나 뉴스에서 본 거 같음,0
저런 도둑들 함무라비 법전대로 손모가지 작두로 잘라서 던져야됨,0
예전에 같이 살던 쉐하 언니들이랑 넷플 공유할때 내가 방장이었는데 진짜 귀찮았거든….,0
출산율 떨어지는 건 니네 같은 도태되고 여혐하는 한국남자 때문임,0
네 다음 방구석 찐따,0
어우 짐승같애....여자애가 무슨 다리털이래?,0
"‘미성년자’라는 말을 들었을 때 처음 떠오르는 이미지 고딩과 중딩, 둘 중에서 뭐가 먼저 생각나?!",0
반찬 투정할 때 요리하던 후라이팬으로 머가리 내려쳐버려!,0
이래서 고아들은 상종을 하면 안돼.,0
제가 살게요!,0
그게 뭐하는 짓이냐? 냄새 더 날 것 같아 상상만 해도 혐오스러워,0
그러게 말이야... 시간하고 돈만 있으면 스페인어 배우고 싶다,0
교회에서 계속 집단 감염 나오고 있다더라,0
소급적용은 매우 민감한 문젭니다. 이미 법적으로 무죄를 선고받은 범인들에게 법이 바뀌었으니 당신은 다시 범인입니다. 라고 할 순 없어요.,0
진짜 답이없다 ㅋㅋ 이래서 젊은것들이 안된다고 하는거임,0
정답인듯 합니다 엄청난 조임압력과 마르지않는 체력 거기다 유연성까지,0
그럼 이건 금방 사라지나? 너무 불편해 ㅠㅠ,0
저 양키들 깜빵에 쳐 넣어야 할 듯,0
병원에 오래 다녔었던 거야? ㅜㅜ,0
오죽 찌질하게 굴었으면 보쥬한테 까이냐.,0
이렇게 해도 어차피 몰라,0
어 스페인에서 만들었다고 하네.,0
내가 너 혐오하는거 알지?,0
감히 니가 날 떠난 거!,0
...누굴 좀 만나러요,0
완전 끝내준다구.,0
걔 전문대 출신이라며?,0
그냥 권력욕 뿐인 왜국의당.,0
나는 태권도 미술 여러가지? ㅋㅋ 피아노도 다닌 것 같아!,0
나도 이디야 연유콜드부르라떼 아니면 아이스아메리카노로... 신메뉴는 노...,0
"이제 겨울이니까, 겨울엔 그냥 스키 타러 가는 게 좋겠다.",0
넌 안받아?,0
집값을 내리겠다던 문재인씨 과연 약속을 지켰을까요?,0
완전 또라이에요. 내가 뭐 좀 미안한 일이 하나 있어서 가만있는데 곧 아주 끝을 내려구요. 좀만 기다리세요.,0
죄다 흑형 니거들임 ㅋㅋㅋ,0
식빵 먹을때 마다 겉에 딱딱한 부분 버리고 가운데만 먹는애들 개패고싶다,0
화생방 훈련이 가장 힘들다던데 정말이야?,0
문재앙 가고 이재앙 온다.,0
자칭 골드미스의 발악질 잘 봤습니다.,0
애엄마라고 퉁쳐서 말해서 욕먹는 거 같은데 그냥 애기들 데리고 오는 엄마 아빠 다 진상임,0
"약사가 솔직히 약 파는 사람이지, 편의점 알바랑 다를 게 뭐냐.",0
윗집 조선족 냄새나 미치긋네,0
이제 카페 알바로 로봇이 대체하던데 여알바 안 뽑으면 카페 갈 이유 없어지네,0
남자들은 왜 더럽게 오줌이랑 쿠퍼액이 같이 나오냐?,0
한 200만원 깨진듯,0
이딴 게임에 2만원을 태운 내가 한심하다.,0
발기부전에 성인병 오면 저렇게 시체 같은 보라색 입술 되는 거야?,0
당신은 뇌나 몸이 수준 미달이잖아!,0
검새 판새들이 손잡고 다 해쳐먹은 게 분명해.,0
엄청 재밌어... 나 그래서 인스타 팔로우도 했다 ㅠ,0
이 동네 다 똑같지 뭐,0
차 아직도 엄청 막혀?,0
시세 50억인데 13억에 올라왔어,0
나는 멍청한 애들이 싫어서...그걸 커버 할만큼 잘생긴 게 아니라면 바로 차단할 거 같은데?,0
급하면 지놈들이 다시 연락할 거 아니야. 공중전화 있는데 가서 공중전화로 통화를 해야한다고.,0
네말대로 누가 핼러윈이라고 하고 다니냐고ㅋㅋㅋ,0
"나 있지, 문화제 땐 반 쪽에서만 계속 있었고, 같이 뭔가 했던 건 없었잖아.",0
랩하는 애들 가오 좀 제발 그만,0
그런 거군요.,0
"미국의 지원이 없다면, 한국도 아프간처럼 빠르게 붕괴될 것이라는데, 응 아니야 북한하고만 붙으면 한국이 개바름 ㅋㅋ",0
문재인이 나라 망쳤는데 쪽팔리지도 않니?,0
하자보수 끝나고 준다해야하는거 아닌가,0
ㅋㅋ rgrg나도 맞기 싫었어,0
넌 이 게임 평생해도 브론즈겠다,0
금발로 염색했다가 다들 외국인인 줄 알면 어떡행,0
돈도 없는데 쓸데없이 화목한 집 아들은 아내 심신을 피폐하게 만든단다,0
너는 연애 안 하냐?,0
약간 불쌍해 의지만큼 실력이 안따라줘서...,0
걸스플랫닛에서 일본 애들 귀여운 척 지겨워,0
"야, 너 내 말 안들려? 일 접고 지금 나랑 나가자니까 얘가 왜 이렇게 말을 안들어!",0
난 배그 친구들이랑 하는데 요새 피씨방 가기 그래서 ㅋㅋ,0
뭐 열심히 배웠으니까... 나중에 시간 나면 수영 다시 배울까 봐~,0
아 배가 너무 불러서 터질 것 같아,0
어 나 통유리에 전망 좋은 집에 사는 로망이 있었거든 완전 딱임,0
생각할수록 토나온다.,0
머리 기장 지금 어디까지 와?,0
구독자 1명에 적자 나면 정신 차릴듯,0
중국인이 한국 점령한 거니까 중국이 그냥 중국한거지.,0
"바둑도 그렇고 체스도 그렇고, 뭔 인공지능을 그렇게 많이 개발해?",0
동물만도 못한 인간이지,0
c&c제네럴잼 ㅋㅋㅋㅋㅋㅋ,0
죨리 다를껄? 그래도 리설주 그냔은 기쁨조라 이쁘더만 정은이보다 내랑 야스하는게 나을텐데,0
왜 이렇게 눈이 퀭해 보여?,0
내눈에는 이물질이 있거든,0
뭐야 내가 몇 번이나 반복해서 얘기했잖아,0
다운 다 받는데 얼마나 걸려?,0
아직도 미국이 구세주인줄 아는 태극기 노친네들 빨리 뒤졌으면.,0
여수 언니 남편 바람피워서 이혼 소송 중이래 남편 샠히 죽여버려,0
"아니, 조금만 더.",0
지금 버전? 아니면 예전 버전?,0
돈도 없고 양심도 없고 있는게 뭐야,0
너 정말 구제불능이다 약 먹었니?,0
새벽마다 부와 앙 달리는 거 시끄러워 죽겠어,0
오히려 확산돼서 정권 유지하려고 할 거다,0
그래서 이제는 정말 화장을 하는 게 좋은 것 같아,0
인정 ㅋㅋ 몸파는 거랑 다른게 뭐지?,0
형!! 그게 무슨 소리에요. 돈이라뇨?!!,0
코가 중요해,0
얘 아직도 티비에 나옴?,0
카페에 왔으면 커피를 마셔야지 애색기야,0
수술 받은 거 때문에 그래?,0
야 솔직히 내가 해도 저것보다는 잘하겠다.,0
나 이번에 폰 바꾸고 싶은데 안될까?,0
포뇨? 그게 뭔데?,0
에휴 진짜 그냥 돈만 밝히는 여자네,0
이 담배빵 언제 생긴 건지 기억 나지?,0
살은 대체 왜 안빼는걸까..,0
신혼부부 정책이 좀 많았으면,0
아니 한국 영화는 매번 별 것도 아닌 내용으로 감동 스토리 억지로 끼워두고 너무 뻔하다. 우리집 강아지로 영화 만들어도 저것 보다 더 재미있을 듯,0
...헤어졌습니다.,0
어떤 물품들을 주로 나눔 해?,0
